mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,Task,Features
0.0143562316894531,0.000186917830472,0.0033794403076171,0.0002419289419291,0.01,balanced,0.1,sigmoid,"{'C': 0.01, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'sigmoid'}",0.4796296296296296,0.4671296296296297,0.4574074074074074,0.4699074074074074,0.4597222222222222,0.4667592592592592,0.0079078627677023,61,Binary,Raw
0.0120966911315917,0.0002140842402292,0.0029609203338623,0.0003680923124153,0.01,balanced,1.0,poly,"{'C': 0.01, 'class_weight': 'balanced', 'gamma': 1.0, 'kernel': 'poly'}",0.35,0.3379629629629629,0.3689814814814815,0.3412037037037037,0.3875,0.3571296296296296,0.0186260765332723,89,Binary,Raw
0.0159741401672363,0.0001473106269164,0.0031641483306884,0.0004628993719068,0.01,balanced,1.0,rbf,"{'C': 0.01, 'class_weight': 'balanced', 'gamma': 1.0, 'kernel': 'rbf'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,28,Binary,Raw
0.0146949291229248,0.000689182940934,0.0034065246582031,0.0003048100738961,0.01,balanced,1.0,sigmoid,"{'C': 0.01, 'class_weight': 'balanced', 'gamma': 1.0, 'kernel': 'sigmoid'}",0.4981481481481481,0.4564814814814815,0.4824074074074074,0.5032407407407408,0.4597222222222222,0.48,0.0191811986420115,56,Binary,Raw
0.0137005805969238,0.0012832447424319,0.003031301498413,0.0001628685042232,0.1,,scale,poly,"{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'kernel': 'poly'}",0.6333333333333333,0.6555555555555556,0.6416666666666666,0.6569444444444444,0.6138888888888889,0.6402777777777777,0.0158601138040224,10,Binary,Raw
0.0247150897979736,0.0004544827134411,0.0032303810119628,0.0003658634949115,0.1,,scale,rbf,"{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf'}",0.9791666666666669,0.9833333333333334,0.975,0.9833333333333334,0.9736111111111112,0.9788888888888888,0.0040635385662022,6,Binary,Raw
0.0261005878448486,0.0016349491534042,0.0031249046325683,0.000283589069289,0.1,,scale,sigmoid,"{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.538425925925926,0.5268518518518519,0.5504629629629629,0.5407407407407407,0.5509259259259259,0.5414814814814816,0.0088744095033371,16,Binary,Raw
0.0244518756866455,0.0016451200717104,0.0030389308929443,0.0002737442097493,0.1,,auto,poly,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'kernel': 'poly'}",0.3768518518518518,0.3893518518518518,0.387037037037037,0.3550925925925926,0.3787037037037037,0.3774074074074074,0.0121271555294128,72,Binary,Raw
0.0257914066314697,0.0016870311115509,0.0033262252807617,0.0002836193746381,0.1,,auto,rbf,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,28,Binary,Raw
0.0245301246643066,0.001090019658275,0.0033132553100585,0.0003565048514448,0.1,,auto,sigmoid,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.5277777777777778,0.6083333333333334,0.5879629629629629,0.5,0.4921296296296296,0.5432407407407407,0.0468152396839604,15,Binary,Raw
